商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
G28431,https://www.adidas.com/us/edgebounce-1.5-shoes/G28431.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/722a31874a6946568d27aa070016b476_9366/Edgebounce_1.5_Shoes_Black_G28431_01_standard.jpg",adidas Edgebounce 1.5 Shoes - Black | adidas US,adidas,['Running'],W,90,These running shoes are designed with a rounder heel to accommodate the shape of a woman's foot. They have a lightweight mesh upper and an internal fit system built into the sockliner for personalized midfoot lockdown. Flexible cushioning gives you a comfortable ride with a springy feel.omen's-specific fit Lace closure Air mesh upper with internal adaptive fit system; Supportive Forgedmesh upper Textile lining; Lightweight blown-rubber outsole with carbon rubber Flexible Bounce midsole cushioning Sock-like construction hugs the foot Weight: 8 ounces (size 7.5) Midsole drop: 10 mm (heel: 18 mm / forefoot: 8 mm) Imported
EF0998,https://www.adidas.com/us/harden-vol.-4-shoes/EF0998.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b7440295ebf4443ea84baa06017535ee_9366/Harden_Vol._4_Shoes_Blue_EF0998_01_standard.jpg",adidas Harden Vol. 4 Shoes - Blue | adidas US,adidas,['Basketball'],U,130,"Ultra-lightweight cushioning Harden-inspired traction Lightstrike is a super light cushioning with traction for explosive movement at fearless speed The rubber outsole is designed specifically for James Harden's on-court movements and provides outstanding traction These basketball shoes are designed specifically for James Harden's game to help him stay strong in the fourth quarter. Featuring ultra-lightweight and responsive midsole cushioning, they have a midfoot band for the added lockdown and stability needed to make hard, decisive cuts. A rubber outsole tailored to Harden's signature on-court movements provides outstanding traction and grip.egular fit Unique lacing system Textile upper with midfoot band for lockdown and stability Textile lining; Rubber outsole with generative traction inspired by and tailored to James Harden's movements Super light Lightstrike cushioning for explosive, dynamic speed Stable, locked-down feel Banking barrier for lateral stability Imported"
G28713,https://www.adidas.com/us/adilette-aqua-slides/G28713.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7cc7487dfa1c4834a4d2a9e40140eb73_9366/Adilette_Aqua_Slides_Green_G28713_01_standard.jpg",adidas Adilette Aqua Slides - Green | adidas US,adidas,['Swim'],W,25,An iconic style for slick surfaces. These quick-drying slides flash 3-Stripes across the bandage-style upper. Plush cushioning in the footbed provides the ultimate in comfort in and out of the shower.egular fit Slip-on construction Single-bandage synthetic upper Synthetic outsole; Synthetic lining Soft Cloudfoam footbed Quick-drying materials Imported
EE7231,https://www.adidas.com/us/yung-96-chasm-trail-shoes/EE7231.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/902189d9eeb14f68b15eaa9b010e1008_9366/Yung_96_Chasm_Trail_Shoes_Pink_EE7231_01_standard.jpg",adidas Yung-96 Chasm Trail Shoes - Pink | adidas US,adidas,['Lifestyle'],U,100,"Channeling the fearless style of the '90s. These shoes have a textile upper with wavy details inspired by the 1999 adidas Chasm. More rugged than their predecessors, this addition to the Yung-96 family has a rippled outsole inspired by the trail.egular fit Lace closure Textile upper Textile lining; Rippled outsole; Stabilizing Torsion System Lightweight EVA midsole Rugged feel Imported"
EE6029,https://www.adidas.com/us/supercourt-shoes/EE6029.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/192b818a1d35497ea2b3aa5100c2465f_9366/Supercourt_Shoes_Blue_EE6029_01_standard.jpg",adidas Supercourt Shoes - Blue | adidas US,adidas,['Lifestyle'],U,90,"The Supercourt distills 40 years of adidas tennis style. These shoes come with a soft leather upper and a sculpted outsole. An update to crisp all-white tennis looks, the design plays with subtle lightly hued shades to create a sophisticated feel.ace closure Leather upper Synthetic lining; Rubber outsole Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported"
G28427,https://www.adidas.com/us/edgebounce-1.5-shoes/G28427.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/23ed47dc5ed446c7801caa0301713153_9366/Edgebounce_1.5_Shoes_Pink_G28427_01_standard.jpg",adidas Edgebounce 1.5 Shoes - Pink | adidas US,adidas,['Running'],W,90,"Whether your run takes you indoors or out, these go-to shoes have you covered. An internal fit system is attached to the sockliner, allowing you to loosen or tighten the fit for customized comfort. The women's-specific design features a wide forefoot and heel platform for enhanced stability while running or cross training.omen's-specific fit with internal fit system Lace closure Air mesh upper Textile lining; Blown rubber outsole with enhanced impact zones Flexible Bounce midsole cushioning Springy feel Weight: 9 ounces (size 7) Midsole drop: 10 mm (heel: 18 mm / forefoot: 8 mm) Arch type: Mid Imported"
EE7403,https://www.adidas.com/us/lxcon-shoes/EE7403.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/065839821aa94033bc3aa9cf0136eb97_9366/LXCON_Shoes_Brown_EE7403_01_standard.jpg",adidas LXCON Shoes - Brown | adidas US,adidas,['Lifestyle'],U,120,"Inspired by a classic pair of running sneakers from 1994, these shoes offer a new interpretation of a vintage style. A high-profile midsole keeps the '90s vibe authentic. The breathable knit upper gently hugs your foot for a soft, lightweight feel. Adiprene cushions the ride.egular fit Lace closure Knit upper Rubber outsole Lightweight EVA midsole; Adiprene heel cushioning Soft, lightweight feel Imported"
EE4697,https://www.adidas.com/us/taekwondo-team-shoes/EE4697.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/df30a6069ece4773bc34aa6f00fc0e04_9366/Taekwondo_Team_Shoes_Black_EE4697_01_standard.jpg",adidas Taekwondo Team Shoes - Black | adidas US,adidas,['Lifestyle'],W,80,"Unique closure Metallic-gold logo Elastic around the heel provides a snug fit Metallic detailing outlines a box logo that says ""adidas Taekwondo"" for authentic style This design reworks the vintage Taekwondo style to give it the grace and versatility of a ballet flat. These canvas shoes make a streetwear fashion statement with their chic, foot-hugging shape. They feature a narrow, women's-specific fit and ride on a soft gum rubber outsole.omen's-specific fit Lace closure Canvas upper Textile lining; Rubber outsole Soft feel Imported"
EF1050,https://www.adidas.com/us/crazychaos-shoes/EF1050.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e05a7d7ae9de43938e83a9f50147eeac_9366/Crazychaos_Shoes_Black_EF1050_01_standard.jpg",adidas Crazychaos Shoes - Black | adidas US,adidas,['Running'],W,75,"Superior cushioning Everyday durability Outstanding grip Cloudfoam midsole and outsole for step-in comfort and superior cushioning A leather upper with suede overlays holds up to regular wear and tear The rubber outsole provides excellent grip A runner look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper is contrasted with textured suede overlays. Plush cushioning ensures a smooth, comfortable ride.egular fit Lace closure Leather upper with suede overlays Rubber outsole; Textile lining Cushioned Cloudfoam midsole Mix of smooth and textured materials Imported"
EE7232,https://www.adidas.com/us/yung-96-chasm-trail-shoes/EE7232.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5f20896468c44cf58b5caa9b010e6c75_9366/Yung_96_Chasm_Trail_Shoes_Green_EE7232_01_standard.jpg",adidas Yung-96 Chasm Trail Shoes - Green | adidas US,adidas,['Lifestyle'],U,100,"Channeling the fearless style of the '90s. These shoes have a textile upper with wavy details inspired by the 1999 adidas Chasm. More rugged than their predecessors, this addition to the Yung-96 family has a rippled outsole inspired by the trail.egular fit Lace closure Textile upper Textile lining; Rippled outsole; Stabilizing Torsion System Lightweight EVA midsole Rugged feel Imported"
BD7933,https://www.adidas.com/us/nite-jogger-shoes/BD7933.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3260e7a392ed4dd58a49a97801209a95_9366/Nite_Jogger_Shoes_Black_BD7933_01_standard.jpg",adidas Nite Jogger Shoes - Black | adidas US,adidas,['Lifestyle'],U,140,"Shine on Retro inspiration Endless energy Reflective details on upper The original 1980 Nite Jogger featured a distinctive look with a blue midsole insert and a fluorescent reflective heel tab and 3-Stripes Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get Inspired by the 1980 Nite Jogger, these shoes shine bright with retro style and reflective details. The mesh and nylon ripstop upper is detailed with suede overlays. An updated Boost midsole adds responsive cushioning for all-day comfort.egular fit Lace closure Nylon ripstop and mesh upper with suede and reflective overlays Rubber outsole Responsive Boost midsole; Enjoy the comfort and performance of OrthoLite® sockliner Lightweight, supportive feel Imported"
G54116,https://www.adidas.com/us/edgebounce-1.5-shoes/G54116.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6cccfde994c34b5ab053aa03016721f0_9366/Edgebounce_1.5_Shoes_Beige_G54116_01_standard.jpg",adidas Edgebounce 1.5 Shoes - Beige | adidas US,adidas,['Running'],W,90,"Whether your run takes you indoors or out, these go-to shoes have you covered. An internal fit system is attached to the sockliner, allowing you to loosen or tighten the fit for customized comfort. The women's-specific design features a wide forefoot and heel platform for enhanced stability while running or cross training.omen's-specific fit with internal fit system Lace closure Air mesh upper Textile lining; Blown rubber outsole with enhanced impact zones Flexible Bounce midsole cushioning Springy feel Weight: 9 ounces (size 7) Midsole drop: 10 mm (heel: 18 mm / forefoot: 8 mm) Arch type: Mid Imported"
EF2437,https://www.adidas.com/us/adidas-originals-by-aw-wangbody-run-shoes/EF2437.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ca6c03c3e8eb44b38f7baa2c00ebf402_9366/adidas_Originals_by_AW_Wangbody_Run_Shoes_White_EF2437_01_standard.jpg",adidas Originals by AW Wangbody Run Shoes - White | adidas US,adidas,['Lifestyle'],U,220,"Sweat it out with Alexander Wang. The designer embraces a nostalgic workout aesthetic with performance-inspired garments that can be worn to the club or the gym. These running-inspired shoes feature a layered leather and mesh upper. Boost in the midsole provides responsive, comfortable cushioning.lastic laces Leather upper with mesh underlays Rubber outsole Responsive Boost midsole Imported"
G26556,https://www.adidas.com/us/terrex-swift-r2-gtx-shoes/G26556.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4bbb0b826cb945858d6aaa5b00d10c5a_9366/Terrex_Swift_R2_GTX_Shoes_Blue_G26556_01_standard.jpg",adidas Terrex Swift R2 GTX Shoes - Blue | adidas US,adidas,['Outdoor'],W,140,"Go light. Go fast. Stay dry. Move swiftly across alpine terrain in these women's trail shoes. A low-cut, durable upper with speed lacing supports your feet on uneven ground, while a Continental™ Rubber outsole sticks to wet and dry terrain. A Breathable GORE-TEX® membrane keeps your feet dry every step of the way.ipstop mesh upper for breathability and light weight TPU overlays for durability and added support GORE-TEX® lining for waterproof, breathable performance Speed lacing construction for fast lacing and a snug fit; Lace bungee stows laces to help avoid tangling Molded TPU toe cap for protection Traxion outsole for optimal grip in all directions; Continental™ Rubber for extraordinary grip even in wet conditions Main materials: Textile and synthetic upper / Textile lining / Rubber outsole Weight: 10.9 ounces (per shoe in size 7) Women's-specific fit Imported"
EE5619,https://www.adidas.com/us/nizza-shoes/EE5619.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5735320657ff4527808baaa300ee141b_9366/Nizza_Shoes_Burgundy_EE5619_01_standard.jpg",adidas Nizza Shoes - Burgundy | adidas US,adidas,['Lifestyle'],W,70,"An '80s-era basketball design, the Nizza offers a lightweight alternative to traditional leather looks. These low-profile shoes are made with durable, canvas and a signature rubber toe bumper. Contrast-color stitching and a pop of color around the outsole add a fresh touch.egular fit Lace closure Canvas upper with rubber toe bumper Textile lining; Vulcanized rubber outsole Imported"
EE3898,https://www.adidas.com/us/pro-bounce-2019-shoes/EE3898.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5b53d631ca634217a18daa08016959f7_9366/Pro_Bounce_2019_Shoes_Red_EE3898_01_standard.jpg",adidas Pro Bounce 2019 Shoes - Red | adidas US,adidas,['Basketball'],U,120,"Designed for lightweight playability, these basketball shoes deliver instant, step-in comfort on the court. They feature cushioned pods on the inside of the collar and flexible cushioning in the midsole for elevated comfort and stability. Flex grooves on the outsole mimic your foot's natural movement as you create separation.egular fit Lace closure Textile upper with molded, padded ankle collar Textile lining; Zonal herringbone-pattern rubber outsole with anatomical flex grooves Flexible Bounce midsole cushioning Responsive, adaptive feel Banking barrier for lateral stability Imported"
