商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
EE5312,https://www.adidas.com/us/fyw-s-97-shoes/EE5312.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/463a3dd07c494677ab37aaa100daa612_9366/FYW_S_97_Shoes_White_EE5312_01_standard.jpg",adidas FYW S-97 Shoes - White | adidas US,adidas,['Lifestyle'],M,140,"adidas throws it back to the late '90s when the Equipment Salvation first appeared. Inspired by the natural movement of the foot, these shoes were the first to feature the ""Feet You Wear"" design. This updated version comes with a full leather upper. Bold pops of color and a chunky profile give them a confident '90s attitude.ace closure Leather upper Textile lining; Rubber outsole; Stabilizing Torsion System Molded EVA midsole Imported"
EE7392,https://www.adidas.com/us/superstar-80s-shoes/EE7392.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8fec5752c88b4bc9ad69aa2c0134195c_9366/Superstar_80s_Shoes_White_EE7392_01_standard.jpg",adidas Superstar 80s Shoes - White | adidas US,adidas,['Lifestyle'],U,120,"Home of Classics collection Iconic style Crafted without contrast color, they feature a triple-white palette A ridged shell toe and herringbone-pattern tread stay true to the original adidas Superstar shoe design Basketball's first all-leather low top has been turning heads since 1970. These shoes offer a luxe version of the iconic design with a premium leather upper. They come with the iconic ridged rubber shell toe.ace closure Leather upper Rubber outsole; Textile lining Imported"
EE6145,https://www.adidas.com/us/campus-adv-shoes/EE6145.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/cb9ed2677e8a4301a624a9f10181807d_9366/Campus_ADV_Shoes_Brown_EE6145_01_standard.jpg",adidas Campus ADV Shoes - Brown | adidas US,adidas,['Skateboarding'],U,80,"Inspired by the original '80s-era Campus low tops, these shoes reimagine a classic look for skateboarding. They feature a durable leather upper and have a rubber outsole for optimal support. Bounce cushioning in the midsole provides energized comfort for when your skate sessions kick into overdrive.egular fit Lace closure Leather upper Rubber outsole; Textile lining Bounce midsole Imported"
EF1153,https://www.adidas.com/us/adizero-ubersonic-3-shoes/EF1153.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/10b1c00a94e4485b90f5aa6f0101420d_9366/Adizero_Ubersonic_3_Shoes_Grey_EF1153_01_standard.jpg",adidas Adizero Ubersonic 3 Shoes - Grey | adidas US,adidas,['Tennis'],M,130,"Lightweight support Stability at speed High-wear durability Lightweight interlocking fiber system for precise lockdown, flexibility and durability Sprintframe construction provides stability and speed through geometrical research to create a lightweight and supportive chassis Adiwear outsole offers the ultimate in high-wear durability; Abrasion-resistant Adituff wraps around the toe and medial forefoot to help protect against foot drag that occurs during serves, volleys and extreme lateral movements Stand out as you sprint to victory on the court. Designed for disruptive play, these lightweight tennis shoes have a breathable and supportive mesh upper that hugs your foot for stability in every stride. Underneath, a cushioned midsole and super-light chassis ensure you stay on the front foot.egular fit Lace closure Mesh upper Durable Adiwear outsole; All-court outsole; Abrasion-resistant Adituff toe Full length polyurethane midsole Sock-like construction hugs the foot Supportive, lightweight Sprintframe Imported"
EE6257,https://www.adidas.com/us/lxcon-94-shoes/EE6257.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fcf8d8fcd6f049bfbff4aa7900fdf573_9366/LXCON_94_Shoes_Black_EE6257_01_standard.jpg",adidas LXCON 94 Shoes - Black | adidas US,adidas,['Lifestyle'],U,130,"True to archival technologies Lightweight cushioning Torsion System Signature eyestay collar tube was developed to distribute pressure evenly across the foot Molded EVA midsole for soft, lightweight feel Stabilizing Torsion System between the heel and forefoot for a stable ride The Lexicon launched in the mid '90s to give structured support and stability to serious runners. These shoes bring back the retro-tech look with the same lightweight mesh upper and textured suede 3-Stripes as the 1994 version. The translucent tube that runs through the eyestay and collar for pressure distribution adds an authentic detail from the archive design.egular fit Lace closure; Eyestay collar tube for even pressure distribution across the foot Mesh upper with leather overlays Textile lining; Rubber outsole; Stabilizing Torsion System Adiprene cushioning; Molded EVA midsole Soft and lightweight feel Imported"
EE9856,https://www.adidas.com/us/energyfalcon-shoes/EE9856.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d218ed3d5d274e838354aa4601102df9_9366/Energyfalcon_Shoes_Black_EE9856_01_standard.jpg",adidas Energyfalcon Shoes - Black | adidas US,adidas,['Running'],M,70,"Dig deep. These running shoes have a supportive, free-motion design that offers the stability and comfort you need to reach your goals. From the first step, the cushioning feels pillow-soft. The molded heel allows your Achilles to move freely while a midfoot support panel provides a natural fit. The durable outsole is made to log many miles.egular fit Lace closure Mesh upper; Supportive Fitpanel overlay Durable Adiwear outsole; Supportive heel construction; Textile lining Cushioned Cloudfoam midsole; Enjoy the comfort and performance of OrthoLite® sockliner Imported"
F34429,https://www.adidas.com/us/nemeziz-19.3-turf-shoes/F34429.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/37e905dedcc4408cb323aa24009562d2_9366/Nemeziz_19.3_Turf_Shoes_Blue_F34429_01_standard.jpg",adidas Nemeziz 19.3 Turf Shoes - Blue | adidas US,adidas,['Soccer'],U,80,"Nemeziz isn't just a shoe. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. The soft mesh upper on these soccer shoes offers a responsive touch, helping you keep the ball close while you weave your magic. They're made with a mid-cut design to support your ankle through every twist and turn.ace closure Mid-cut upper; Agility Mesh for responsive touch and ball control Rubber outsole for artificial turf EVA midsole Imported"
EG7729,https://www.adidas.com/us/pharrell-williams-crazy-byw-shoes/EG7729.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/81717f13f0c340e1878eaaa800d20e43_9366/Pharrell_Williams_Crazy_BYW_Shoes_Multicolor_EG7729_01_standard.jpg",adidas Pharrell Williams Crazy BYW Shoes - Multicolor | adidas US,adidas,['Lifestyle'],U,220,"Bringing people together and highlighting diversity are at the heart of Pharrell Williams' work in music, film and fashion. These shoes celebrate LGBTQ pride with a special-edition design that shows off ""Empathy"" and ""Gratitude"" on the tongue loop. A reflexology footbed graphic adds to the creative flair. The podular Boost midsole revives the '90s-era FYW concept that gives them a responsive, natural feel.egular fit Lace closure Leather and knit upper Rubber outsole; Textile lining Podular Boost midsole Imported"
F35409,https://www.adidas.com/us/adicross-bounce-2.0-shoes/F35409.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/af77c057064d40b690d0aa0f00f3f602_9366/Adicross_Bounce_2.0_Shoes_White_F35409_01_standard.jpg",adidas Adicross Bounce 2.0 Shoes - White | adidas US,adidas,['Golf'],M,120,"Transition from the course to the street in these golf shoes. Inspired by a casual approach, they feature ultra-soft Cloudfoam cushioning with a flexible Bounce midsole for all-day comfort and versatile wear. A custom lacing system delivers locked-in support on and off the links.egular fit Crossgrid custom lacing system Textile upper Textile lining; Durable Adiwear spikeless outsole Cushioned Cloudfoam midsole; Flexible Bounce midsole cushioning Sock-like construction hugs the foot Lightweight and supportive Forgeframe; External TPU heel cap; NMD build Imported"
CG5224,https://www.adidas.com/us/adizero-afterburner-v-cleats/CG5224.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/23591f0f4a0d48e1abe3a8ff01696f20_9366/Adizero_Afterburner_V_Cleats_White_CG5224_01_standard.jpg",adidas Adizero Afterburner V Cleats - White | adidas US,adidas,['Baseball'],M,100,"Featuring a midsole that is updated to double the thickness for more comfort and less cleat pressure, these cleats are the lightest in baseball. Built for hitters looking to stretch a single into a double, they have a lightweight, sock-like fit and a baseplate that provides outstanding traction even at high speeds.

Lightweight support
Sprintskin upper is a revolutionary laminated package for incredible support and reduced weight

Outstanding traction
Sprintframe plate with external heel features a rotational traction zone delivering unrivalled traction 

Comfortable cushioning
Litestrike EVA midsole is lighter than conventional midsoles

Abrasion resistance
Ironskin toe cap provides superior abrasion resistance in key toe-drag areaprintskin upper is a revolutionary laminated package for incredible support and reduced weight Bootee construction for a sock-like fit and ankle support Sprintskin upper; Ironskin toe cap; Sprintframe plate Ironskin toe cap provides superior abrasion resistance in key toe-drag area Litestrike EVA midsole Sprintframe plate with external heel features a rotational traction zone delivering unrivalled traction Imported"
BC0506,https://www.adidas.com/us/terrex-climacool-boat-shoes/BC0506.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c02759f103bd428dbc11a9ce011efb8d_9366/Terrex_Climacool_Boat_Shoes_Black_BC0506_01_standard.jpg",adidas Terrex Climacool Boat Shoes - Black | adidas US,adidas,['Outdoor'],M,65,Keep it cool on hot summer days. These lightweight shoes have a mesh upper for breathability and an outsole that provides sure footing on wet surfaces. They feature a drainage system in the midsole and outsole for extra comfort around water.egular fit Lace closure Open mesh upper; Ventilated Climacool Traxion outsole for optimal grip Perforated adidas Drainage System in midsole and outsole Weight: 8 ounces (size 9) Stretchable heel insert Imported
G25815,https://www.adidas.com/us/copa-19.4-firm-ground-cleats/G25815.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b033369145ac407c80ccaa4d0124ce8c_9366/Copa_19.4_Firm_Ground_Cleats_Blue_G25815_01_standard.jpg",adidas Copa 19.4 Firm Ground Cleats - Blue | adidas US,adidas,['Soccer'],U,50,"Copa isn't just a cleat. It's an agreement that every fleeting touch should leave a lasting impression. If you can't make your mark on a game, move along. But if you're ready to take your touch to a new dimension, keep reading. The synthetic leather upper on these soccer cleats includes a stitched vamp that's designed to stop the ball slipping off your foot.edium fit Lace closure Synthetic leather upper; Stitched vamp to reduce slippage Outsole optimized for firm ground Imported"
D97893,https://www.adidas.com/us/samba-adv-boots/D97893.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/08082604f46b41b68d95aa33013631d2_9366/Samba_ADV_Boots_Black_D97893_01_standard.jpg",adidas Samba ADV Boots - Black | adidas US,adidas,['Snowboarding'],M,260,"Stand out on the hill in these snowboarding boots. They're designed to look exactly like classic Samba trainers, right down to the iconic serrated 3-Stripes. A durable textile upper holds up to regular use, while the Continental™ Rubber outsole provides outstanding grip on or off your board.egular fit Lace closure with ankle strap Textile upper Sturdy Continental™ Rubber outsole for optimal grip on snow and ice; Heat-mouldable Ultralon foam liner wraps to the contours of your foot for a comfortable, responsive feel Imported"
EE7977,https://www.adidas.com/us/adizero-8.0-cleats/EE7977.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f2e1b1d85d694f578d2da9a60003989e_9366/Adizero_8.0_Cleats_White_EE7977_01_standard.jpg",adidas Adizero 8.0 Cleats - White | adidas US,adidas,['Football'],M,120,"Showcase your playmaking speed in these football cleats. Designed for easy on and off, they feature a textile upper with sock-like construction for lightweight stability and lockdown as you create havoc at the line of scrimmage. The cleated outsole provides traction for quick cuts and pivots.egular fit Slip-on construction with laces Textile upper Cleated synthetic outsole; Textile lining; Tongue and heel pulls Imported"
EG7728,https://www.adidas.com/us/pharrell-williams-crazy-byw-shoes/EG7728.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/09f746d95c7a408aa194aaaa00c19480_9366/Pharrell_Williams_Crazy_BYW_Shoes_Multicolor_EG7728_01_standard.jpg",adidas Pharrell Williams Crazy BYW Shoes - Multicolor | adidas US,adidas,['Lifestyle'],U,220,"Bringing people together and highlighting diversity are at the heart of Pharrell Williams' work in music, film and fashion. These shoes celebrate LGBTQ pride with a special-edition design that shows off ""Empathy"" and ""Gratitude"" on the tongue loop. A reflexology footbed graphic adds to the creative flair. The podular Boost midsole revives the '90s-era FYW concept that gives them a responsive, natural feel.egular fit Lace closure Leather and knit upper Rubber outsole; Textile lining Podular Boost midsole Imported"
